ID,Azul,Verde,Rojo,NIR,Borde rojo
J,0.04,0.111,0.042,0.54,0.404
J,0.025,0.084,0.024,0.616,0.411
J,0.036,0.113,0.039,0.605,0.445
J,0.028,0.104,0.03,0.638,0.45
J,0.036,0.103,0.038,0.611,0.448
J,0.043,0.115,0.044,0.695,0.501
J,0.038,0.103,0.039,0.535,0.394
J,0.028,0.078,0.029,0.528,0.365
J,0.022,0.071,0.022,0.455,0.306
J,0.028,0.09,0.028,0.451,0.332
J,0.024,0.069,0.025,0.349,0.261
J,0.019,0.064,0.019,0.431,0.307
J,0.021,0.075,0.024,0.327,0.266
J,0.028,0.088,0.029,0.408,0.313
J,0.027,0.069,0.026,0.343,0.254
J,0.027,0.081,0.026,0.469,0.333
J,0.016,0.057,0.016,0.3,0.215
J,0.018,0.054,0.018,0.31,0.221
J,0.023,0.061,0.022,0.477,0.311
J,0.02,0.059,0.018,0.457,0.301
J,0.04,0.109,0.042,0.54,0.411
J,0.025,0.082,0.023,0.616,0.421
J,0.036,0.111,0.038,0.605,0.452
J,0.028,0.102,0.029,0.638,0.46
J,0.036,0.101,0.038,0.611,0.456
J,0.043,0.113,0.043,0.696,0.511
J,0.038,0.101,0.038,0.535,0.401
J,0.028,0.077,0.029,0.528,0.373
J,0.022,0.07,0.022,0.456,0.312
J,0.028,0.088,0.027,0.451,0.337
J,0.024,0.068,0.025,0.349,0.266
J,0.019,0.062,0.019,0.431,0.314
J,0.021,0.074,0.023,0.328,0.27
J,0.028,0.086,0.029,0.408,0.319
J,0.027,0.068,0.026,0.343,0.259
J,0.027,0.08,0.026,0.469,0.34
J,0.017,0.056,0.016,0.3,0.219
J,0.018,0.053,0.018,0.31,0.225
J,0.023,0.06,0.022,0.477,0.32
J,0.02,0.058,0.018,0.458,0.309
J,0.04,0.107,0.042,0.54,0.418
J,0.025,0.081,0.023,0.616,0.43
J,0.036,0.109,0.038,0.605,0.46
J,0.028,0.1,0.029,0.638,0.47
J,0.036,0.099,0.038,0.611,0.464
J,0.043,0.111,0.043,0.696,0.52
J,0.038,0.099,0.038,0.535,0.408
J,0.028,0.075,0.029,0.528,0.38
J,0.022,0.069,0.021,0.456,0.317
J,0.028,0.086,0.027,0.451,0.342
J,0.024,0.067,0.025,0.349,0.27
J,0.019,0.061,0.019,0.432,0.321
J,0.021,0.073,0.023,0.328,0.274
J,0.028,0.085,0.028,0.408,0.324
J,0.027,0.066,0.026,0.343,0.263
J,0.027,0.078,0.026,0.469,0.347
J,0.017,0.055,0.015,0.3,0.223
J,0.018,0.052,0.018,0.31,0.229
J,0.023,0.058,0.022,0.477,0.328
J,0.02,0.057,0.018,0.458,0.316
J,0.041,0.105,0.041,0.541,0.425
J,0.025,0.079,0.023,0.616,0.44
J,0.036,0.107,0.038,0.605,0.468
J,0.028,0.098,0.029,0.639,0.479
J,0.036,0.097,0.037,0.611,0.472
J,0.043,0.109,0.043,0.696,0.53
J,0.038,0.097,0.038,0.535,0.415
J,0.028,0.074,0.029,0.528,0.387
J,0.022,0.067,0.021,0.456,0.324
J,0.029,0.085,0.027,0.451,0.348
J,0.024,0.066,0.025,0.35,0.274
J,0.02,0.06,0.019,0.432,0.328
J,0.022,0.072,0.023,0.328,0.278
J,0.028,0.083,0.028,0.408,0.329
J,0.027,0.065,0.026,0.344,0.268
J,0.027,0.077,0.026,0.47,0.353
J,0.017,0.054,0.015,0.3,0.227
J,0.018,0.051,0.018,0.311,0.234
J,0.023,0.057,0.021,0.477,0.336
J,0.02,0.055,0.018,0.458,0.324
J,0.041,0.103,0.041,0.541,0.432
J,0.025,0.077,0.023,0.617,0.449
J,0.036,0.105,0.038,0.605,0.476
J,0.029,0.096,0.029,0.639,0.488
J,0.036,0.095,0.037,0.612,0.481
J,0.043,0.107,0.043,0.696,0.54
J,0.038,0.096,0.038,0.535,0.422
J,0.029,0.072,0.029,0.528,0.395
J,0.023,0.066,0.021,0.456,0.33
J,0.029,0.083,0.027,0.451,0.353
J,0.024,0.065,0.024,0.35,0.279
J,0.02,0.059,0.019,0.432,0.334
J,0.022,0.07,0.023,0.328,0.281
J,0.029,0.082,0.028,0.408,0.335
J,0.027,0.064,0.026,0.344,0.272
J,0.027,0.075,0.026,0.47,0.36
J,0.017,0.053,0.015,0.301,0.231
J,0.018,0.05,0.018,0.311,0.238
J,0.023,0.056,0.021,0.477,0.344
J,0.02,0.054,0.018,0.458,0.332
J,0.041,0.102,0.041,0.541,0.439
J,0.025,0.075,0.023,0.617,0.459
J,0.036,0.103,0.038,0.605,0.484
J,0.029,0.094,0.029,0.639,0.498
J,0.036,0.093,0.037,0.612,0.489
J,0.043,0.105,0.043,0.696,0.55
J,0.038,0.094,0.038,0.535,0.429
J,0.029,0.071,0.029,0.528,0.403
J,0.023,0.065,0.021,0.456,0.337
J,0.029,0.081,0.027,0.451,0.359
J,0.024,0.064,0.024,0.35,0.283
J,0.02,0.057,0.019,0.432,0.341
J,0.022,0.069,0.022,0.328,0.285
J,0.029,0.08,0.028,0.409,0.34
J,0.027,0.063,0.026,0.344,0.277
J,0.027,0.074,0.025,0.471,0.367
J,0.017,0.052,0.015,0.301,0.235
J,0.018,0.049,0.018,0.311,0.242
J,0.023,0.055,0.022,0.478,0.353
J,0.02,0.053,0.018,0.459,0.34
J,0.041,0.1,0.041,0.541,0.445
J,0.025,0.074,0.023,0.617,0.469
J,0.037,0.101,0.038,0.605,0.491
J,0.029,0.092,0.028,0.64,0.507
J,0.036,0.092,0.037,0.612,0.496
J,0.043,0.103,0.043,0.696,0.559
J,0.038,0.093,0.038,0.535,0.435
J,0.029,0.07,0.029,0.529,0.41
J,0.023,0.064,0.021,0.457,0.343
J,0.029,0.08,0.027,0.452,0.364
J,0.024,0.063,0.024,0.351,0.288
J,0.02,0.056,0.019,0.432,0.348
J,0.022,0.068,0.022,0.328,0.289
J,0.029,0.079,0.028,0.409,0.345
J,0.027,0.062,0.026,0.344,0.281
J,0.028,0.073,0.026,0.471,0.374
J,0.017,0.051,0.016,0.301,0.239
J,0.018,0.048,0.018,0.311,0.247
J,0.023,0.054,0.022,0.478,0.361
J,0.02,0.052,0.018,0.459,0.348
J,0.041,0.099,0.041,0.542,0.452
J,0.025,0.072,0.023,0.618,0.478
J,0.037,0.099,0.038,0.606,0.499
J,0.029,0.09,0.028,0.64,0.516
J,0.036,0.09,0.037,0.612,0.504
J,0.043,0.102,0.043,0.697,0.568
J,0.038,0.091,0.038,0.535,0.441
J,0.029,0.068,0.029,0.529,0.417
J,0.023,0.062,0.021,0.457,0.349
J,0.029,0.079,0.027,0.452,0.369
J,0.024,0.062,0.024,0.351,0.292
J,0.02,0.055,0.019,0.433,0.354
J,0.022,0.067,0.022,0.328,0.293
J,0.029,0.078,0.028,0.409,0.351
J,0.027,0.061,0.026,0.345,0.285
J,0.028,0.071,0.026,0.472,0.381
J,0.017,0.05,0.016,0.302,0.243
J,0.019,0.047,0.018,0.312,0.251
J,0.023,0.053,0.022,0.479,0.37
J,0.02,0.051,0.018,0.46,0.355
J,0.041,0.097,0.041,0.542,0.458
J,0.025,0.071,0.023,0.618,0.487
J,0.037,0.098,0.038,0.606,0.505
J,0.029,0.089,0.029,0.641,0.525
J,0.037,0.089,0.038,0.612,0.511
J,0.044,0.1,0.043,0.697,0.577
J,0.039,0.09,0.038,0.536,0.447
J,0.029,0.067,0.029,0.529,0.424
J,0.023,0.061,0.021,0.457,0.354
J,0.029,0.077,0.027,0.452,0.374
J,0.024,0.061,0.025,0.351,0.297
J,0.02,0.054,0.019,0.433,0.36
J,0.022,0.067,0.022,0.328,0.296
J,0.029,0.077,0.028,0.41,0.356
J,0.027,0.06,0.027,0.345,0.289
J,0.028,0.07,0.026,0.472,0.387
J,0.017,0.049,0.016,0.302,0.247
J,0.019,0.046,0.018,0.312,0.255
J,0.024,0.052,0.022,0.479,0.377
J,0.021,0.05,0.018,0.461,0.363
J,0.041,0.096,0.041,0.542,0.464
J,0.025,0.07,0.024,0.619,0.495
J,0.037,0.096,0.038,0.606,0.512
J,0.029,0.087,0.029,0.641,0.533
J,0.037,0.088,0.038,0.613,0.517
J,0.044,0.099,0.043,0.697,0.585
J,0.039,0.088,0.038,0.536,0.452
J,0.029,0.066,0.029,0.529,0.43
J,0.023,0.06,0.021,0.457,0.36
J,0.029,0.076,0.027,0.452,0.378
J,0.025,0.06,0.025,0.352,0.3
J,0.02,0.054,0.019,0.433,0.366
J,0.022,0.066,0.022,0.328,0.299
J,0.029,0.076,0.028,0.41,0.36
J,0.028,0.059,0.027,0.345,0.293
J,0.028,0.069,0.026,0.473,0.393
J,0.017,0.048,0.016,0.303,0.251
J,0.019,0.046,0.018,0.312,0.258
J,0.024,0.051,0.022,0.48,0.385
J,0.021,0.049,0.018,0.461,0.37
J,0.042,0.095,0.041,0.542,0.469
J,0.026,0.068,0.024,0.619,0.503
J,0.037,0.095,0.038,0.606,0.518
J,0.03,0.086,0.029,0.642,0.54
J,0.037,0.086,0.038,0.613,0.523
J,0.044,0.097,0.044,0.697,0.592
J,0.039,0.087,0.038,0.536,0.458
J,0.029,0.065,0.029,0.529,0.436
J,0.023,0.06,0.021,0.457,0.365
J,0.029,0.075,0.027,0.452,0.383
J,0.025,0.059,0.025,0.352,0.304
J,0.02,0.053,0.019,0.433,0.371
J,0.023,0.065,0.023,0.328,0.302
J,0.03,0.075,0.028,0.41,0.364
J,0.028,0.059,0.027,0.345,0.296
J,0.028,0.068,0.026,0.473,0.399
J,0.018,0.047,0.016,0.303,0.254
J,0.019,0.045,0.018,0.312,0.261
J,0.024,0.051,0.022,0.48,0.392
J,0.021,0.049,0.019,0.462,0.376
J,0.042,0.094,0.042,0.542,0.474
J,0.026,0.067,0.024,0.619,0.51
J,0.038,0.094,0.039,0.606,0.524
J,0.03,0.085,0.029,0.642,0.547
J,0.037,0.085,0.038,0.613,0.529
J,0.044,0.096,0.044,0.697,0.6
J,0.039,0.086,0.039,0.536,0.463
J,0.029,0.064,0.03,0.529,0.442
J,0.023,0.059,0.022,0.457,0.37
J,0.03,0.074,0.028,0.452,0.387
J,0.025,0.059,0.025,0.352,0.307
J,0.021,0.052,0.019,0.433,0.376
J,0.023,0.064,0.023,0.328,0.304
J,0.03,0.074,0.029,0.411,0.368
J,0.028,0.058,0.027,0.345,0.299
J,0.028,0.067,0.026,0.473,0.404
J,0.018,0.047,0.016,0.303,0.257
J,0.019,0.044,0.018,0.313,0.265
J,0.024,0.05,0.022,0.48,0.398
J,0.021,0.048,0.019,0.462,0.382
J,0.042,0.092,0.042,0.543,0.479
J,0.026,0.066,0.024,0.62,0.518
J,0.038,0.092,0.039,0.606,0.529
J,0.03,0.083,0.029,0.642,0.554
J,0.037,0.084,0.038,0.613,0.535
J,0.045,0.095,0.044,0.698,0.606
J,0.04,0.085,0.039,0.536,0.467
J,0.03,0.063,0.03,0.529,0.447
J,0.024,0.058,0.022,0.457,0.375
J,0.03,0.073,0.028,0.452,0.391
J,0.025,0.058,0.025,0.353,0.31
J,0.021,0.051,0.02,0.434,0.38
J,0.023,0.063,0.023,0.329,0.307
J,0.03,0.073,0.029,0.411,0.371
J,0.028,0.057,0.027,0.345,0.302
J,0.028,0.067,0.026,0.474,0.408
J,0.018,0.046,0.017,0.303,0.26
J,0.019,0.044,0.019,0.313,0.268
J,0.024,0.049,0.022,0.481,0.404
J,0.021,0.047,0.019,0.462,0.388
J,0.043,0.091,0.042,0.543,0.483
J,0.026,0.065,0.025,0.62,0.524
J,0.038,0.091,0.039,0.607,0.535
J,0.031,0.082,0.03,0.643,0.56
J,0.038,0.083,0.039,0.613,0.54
J,0.045,0.093,0.045,0.698,0.613
J,0.04,0.084,0.039,0.536,0.472
J,0.03,0.062,0.03,0.529,0.452
J,0.024,0.057,0.022,0.458,0.38
J,0.03,0.072,0.028,0.452,0.394
